skill_id,name,aliases,category,type
SK1032,aws data analytics specialty,"aws data analytics,das specialty",certification,credential
SK1033,aws machine learning specialty,"aws ml specialty,machine learning specialty",certification,credential
SK1034,aws security specialty,"aws security,security specialty,aws scs",certification,credential
SK1035,aws cloud practitioner,"aws cloud practitioner,clf,aws clf-c02",certification,credential
SK1036,aws database specialty,"aws database,database specialty,aws dbs",certification,credential
SK1037,azure fundamentals az-900,"az-900,azure fundamentals",certification,credential
SK1038,azure administrator az-104,"az-104,azure administrator",certification,credential
SK1039,azure developer az-204,"az-204,azure developer",certification,credential
SK1040,azure solutions architect az-305,"az-305,azure solutions architect",certification,credential
SK1041,azure devops engineer az-400,"az-400,azure devops engineer",certification,credential
SK1042,azure data engineer dp-203,"dp-203,azure data engineer",certification,credential
SK1043,azure ai engineer ai-102,"ai-102,azure ai engineer",certification,credential
SK1044,azure security engineer az-500,"az-500,azure security engineer",certification,credential
SK1045,gcp cloud engineer,"gcp cloud engineer,associate cloud engineer",certification,credential
SK1046,gcp professional architect,"gcp architect,professional cloud architect",certification,credential
SK1047,gcp data engineer,"gcp data engineer,professional data engineer",certification,credential
SK1048,gcp ml engineer,"gcp ml engineer,professional machine learning engineer",certification,credential
SK1049,gcp devops engineer,"gcp devops,professional cloud devops engineer",certification,credential
SK1050,gcp security engineer,"gcp security,professional cloud security engineer",certification,credential
SK1051,hashicorp terraform associate,"terraform associate,hcta,terraform cert",certification,credential
SK1052,hashicorp vault associate,"vault associate,vault cert",certification,credential
SK1053,cka,"cka,certified kubernetes administrator",certification,credential
SK1054,ckad,"ckad,certified kubernetes application developer",certification,credential
SK1055,cks,"cks,certified kubernetes security specialist",certification,credential
SK1056,cissp,"cissp,certified information systems security professional",certification,credential
SK1057,ceh,"ceh,certified ethical hacker",certification,credential
SK1058,oscp,"oscp,offensive security certified professional",certification,credential
SK1059,security+,"security+,comptia security+,sec+",certification,credential
SK1060,cisa,"cisa,certified information systems auditor",certification,credential
SK1061,cism,"cism,certified information security manager",certification,credential
SK1062,ccsp,"ccsp,certified cloud security professional",certification,credential
SK1063,gpen,"gpen,giac penetration tester",certification,credential
SK1064,gsec,"gsec,giac security essentials",certification,credential
SK1065,sscp,"sscp,systems security certified practitioner",certification,credential
SK1066,cysa+,"cysa+,comptia cysa,cybersecurity analyst",certification,credential
SK1067,pentest+,"pentest+,comptia pentest",certification,credential
SK1068,casp+,"casp+,comptia advanced security practitioner",certification,credential
SK1069,crtp,"crtp,certified red team professional",certification,credential
SK1070,oswe,"oswe,offensive security web expert",certification,credential
SK1071,tensorflow developer certificate,"tensorflow developer,tensorflow cert",certification,credential
SK1072,databricks certified data engineer,"databricks data engineer,databricks cert",certification,credential
SK1073,databricks certified ml professional,"databricks ml,databricks ml professional",certification,credential
SK1074,snowflake snowpro core,"snowpro core,snowflake cert",certification,credential
SK1075,dbt analytics engineering,"dbt certification,dbt analytics",certification,credential
SK1076,apache spark certification,"spark certification,databricks spark",certification,credential
SK1077,cloudera data analyst,"cloudera analyst,cdp cert",certification,credential
SK1078,microsoft data scientist dp-100,"dp-100,azure data scientist",certification,credential
SK1079,microsoft power bi da-100,"da-100,pl-300,power bi certification",certification,credential
SK1080,sas certified specialist,"sas certified,sas specialist",certification,credential
SK1081,ibm data science professional,"ibm data science,ibm ds cert",certification,credential
SK1082,google data analytics certificate,"google data analytics,google analytics cert",certification,credential
SK1083,aws data engineer associate,"aws data engineer,dea-c01",certification,credential
SK1084,nvidia deep learning institute,"nvidia dli,nvidia deep learning",certification,credential
SK1085,tableau desktop specialist,"tableau certification,tableau specialist",certification,credential
SK1086,pmp certification,"pmp,project management professional,pmi pmp",certification,credential
SK1087,csm,"csm,certified scrum master",certification,credential
SK1088,psm,"psm,professional scrum master",certification,credential
SK1089,safe agilist,"safe agilist,sa,leading safe",certification,credential
SK1090,prince2,"prince2,prince2 practitioner",certification,credential
SK1091,pmi-acp,"pmi-acp,agile certified practitioner",certification,credential
SK1092,cspo,"cspo,certified scrum product owner",certification,credential
SK1093,itil foundation,"itil,itil foundation,itil v4",certification,credential
SK1094,six sigma green belt,"six sigma,green belt,lean six sigma gb",certification,credential
SK1095,six sigma black belt,"six sigma black belt,black belt,lean six sigma bb",certification,credential
SK1096,togaf certification,"togaf,togaf 9,enterprise architecture cert",certification,credential
SK1097,lean it foundation,"lean it,lean foundation",certification,credential
SK1098,oracle certified professional java,"ocp java,oracle java cert,java certification",certification,credential
SK1099,oracle certified associate java,"oca java,oracle java associate",certification,credential
SK1100,microsoft certified azure developer,"microsoft azure developer,mcad",certification,credential
SK1101,microsoft certified devops expert,microsoft devops expert,certification,credential
SK1102,red hat certified engineer,"rhce,red hat certified,rhcsa",certification,credential
SK1103,red hat openshift administrator,"openshift admin,ex280",certification,credential
SK1104,linux foundation certified sysadmin,"lfcs,linux sysadmin cert",certification,credential
SK1105,linux foundation certified engineer,"lfce,linux engineer cert",certification,credential
SK1106,lpic-1,"lpic-1,lpic 1,linux professional institute",certification,credential
SK1107,docker certified associate,"dca,docker certified",certification,credential
SK1108,mongodb developer certification,"mongodb cert,mongodb developer",certification,credential
SK1109,neo4j certified professional,"neo4j cert,graph db certification",certification,credential
SK1110,confluent kafka certification,"kafka certification,confluent cert",certification,credential
SK1111,github actions certification,"github cert,github actions cert",certification,credential
SK1112,istio certified associate,"istio cert,ica",certification,credential
SK1113,puppet certified professional,"puppet cert,puppet professional",certification,credential
SK1114,ansible automation engineer,"ansible cert,red hat ansible",certification,credential
SK1115,microsoft 365 developer,"ms-600,microsoft 365 developer",certification,credential
SK1116,spring professional certification,"spring cert,pivotal spring",certification,credential
SK1117,graphql certification,"graphql cert,apollo cert",certification,credential
SK1118,salesforce administrator,"salesforce admin,sf admin",certification,credential
SK1119,salesforce developer,"salesforce developer,sf developer,platform developer",certification,credential
SK1120,salesforce architect,"salesforce architect,sf architect",certification,credential
SK1121,salesforce consultant,"salesforce consultant,sf consultant",certification,credential
SK1122,sap certified associate,"sap associate,sap certification",certification,credential
SK1123,sap s/4hana,"sap s/4hana,sap hana cert",certification,credential
SK1124,sap fiori,"sap fiori,sap ui5",certification,credential
SK1125,servicenow certified system admin,"servicenow admin,servicenow csa",certification,credential
SK1126,servicenow certified app developer,"servicenow developer,servicenow cad",certification,credential
SK1127,servicenow certified implementation specialist,"servicenow cis,servicenow implementation",certification,credential
SK1128,cisco ccna,"ccna certification,cisco ccna cert",certification,credential
SK1129,cisco ccnp enterprise,"ccnp enterprise,cisco ccnp",certification,credential
SK1130,cisco ccie,"ccie,cisco ccie,ccie certification",certification,credential
SK1131,cisco devnet associate,"devnet associate,cisco devnet",certification,credential
SK1132,comptia a+,"comptia a+,a+ certification",certification,credential
SK1133,comptia network+,"network+,comptia network,net+",certification,credential
SK1134,comptia linux+,"linux+,comptia linux",certification,credential
SK1135,comptia cloud+,"cloud+,comptia cloud",certification,credential
SK1136,comptia data+,"data+,comptia data",certification,credential
SK1137,scrum@scale,"scrum at scale,scrum@scale practitioner",certification,credential
SK1138,aws networking specialty,"aws networking,advanced networking specialty",certification,credential
SK1139,unity certified developer,"unity cert,unity certified",certification,credential
SK1140,unreal authorized instructor,"unreal cert,unreal instructor",certification,credential
SK1141,vmware certified professional,"vcp,vmware certified,vsphere cert",certification,credential
SK1142,fortinet nse,"fortinet,nse certification,fortinet nse",certification,credential
SK1143,palo alto pcnsa,"pcnsa,palo alto cert,palo alto pcnsa",certification,credential
SK1144,splunk certified power user,"splunk cert,splunk power user",certification,credential
SK1145,elastic certified engineer,"elastic cert,elasticsearch cert",certification,credential
SK1146,okta certified professional,"okta cert,okta professional",certification,credential
SK1147,figma certification,"figma cert,figma certified",certification,credential
SK1200,tensorflow,"tensorflow,tf",ai_ml,technical
SK1201,pytorch,"pytorch,torch",ai_ml,technical
SK1202,deep learning,"deep learning,deep_learning",ai_ml,technical
SK1203,keras,keras,ai_ml,technical
SK1204,scikit-learn,"scikit-learn,sklearn,scikit",ai_ml,technical
SK1205,computer vision,"computer vision,cv",ai_ml,technical
SK1206,reinforcement learning,"reinforcement learning,rl",ai_ml,technical
SK1207,numpy,numpy,ai_ml,technical
SK1208,pandas,pandas,ai_ml,technical
SK1209,scipy,scipy,ai_ml,technical
SK1210,model deployment,"model deployment,mlops",ai_ml,technical
SK1211,data pipelines,"data pipelines,etl pipelines",data_engineering,technical
SK1212,feature engineering,feature engineering,ai_ml,technical
SK1213,model training,"model training,model optimization",ai_ml,technical
SK1214,experiment tracking,"experiment tracking,mlflow,wandb",ai_ml,technical
SK1215,transformers,"transformers,huggingface",ai_ml,technical
SK1216,llm,"llm,large language model",ai_ml,technical
SK1217,neural networks,"neural networks,ann,cnn,rnn,lstm",ai_ml,technical
SK1218,statistics,"statistics,statistical analysis",data_science,technical
SK1219,r programming,"r,r programming,rstudio",data_science,technical
SK1220,data visualization,"data visualization,tableau,powerbi",data_science,technical
SK1221,jupyter,"jupyter,jupyter notebook,colab",ai_ml,technical
SK1222,opencv,opencv,ai_ml,technical
SK1223,spark,"spark,pyspark,apache spark",data_engineering,technical
SK1230,unity,"unity,unity3d,unity engine",game_dev,technical
SK1231,unreal engine,"unreal,unreal engine,ue4,ue5",game_dev,technical
SK1232,c#,"c#,csharp,c sharp",game_dev,technical
SK1233,c++,"c++,cpp,cplusplus",game_dev,technical
SK1234,game design,"game design,gameplay design",game_dev,technical
SK1235,shader programming,"shader,shaders,hlsl,glsl",game_dev,technical
SK1236,opengl,"opengl,vulkan,directx,dx11,dx12",game_dev,technical
SK1237,3d modeling,"3d modeling,3d modelling,maya,blender",game_dev,technical
SK1238,game physics,"game physics,physics engine,rigid body",game_dev,technical
SK1239,godot,"godot,gdscript",game_dev,technical
SK1240,gameplay programming,"gameplay programming,gameplay systems",game_dev,technical
SK1241,game ai,"game ai,pathfinding,behavior trees",game_dev,technical
SK1242,level design,"level design,world building",game_dev,technical
SK1243,animation systems,"animation systems,skeletal animation",game_dev,technical
SK1244,multiplayer networking,"multiplayer networking,netcode",game_dev,technical
SK1245,game optimization,"game optimization,profiling,frame rate",game_dev,technical
SK1246,version control for games,"perforce,p4,plastic scm",game_dev,technical
SK1247,game engine architecture,"game engine,engine architecture",game_dev,technical
SK1248,rendering,"rendering,rendering pipeline,ray tracing",game_dev,technical
SK1249,audio programming,"audio programming,fmod,wwise",game_dev,technical
