job_uid,job_title,job_title_clean,role_id,role_title,matched_skill_ids,matched_skills,matched_skill_count,experience_level,education_level,domain,current_status,job_type_clean
JPARS_004720,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK124;SK277;SK031;SK004,algorithms;data;data science;machine learning;python,5,1-3,masters,AI_ML,working,full_time
JPARS_004721,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK124;SK277;SK029;SK031;SK041,data;data science;docker;machine learning;software,5,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004722,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK031;SK054;SK285,algorithms;machine learning;oops;programming,4,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004723,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK124;SK277;SK044;SK001;SK031;SK028;SK004;SK041,algorithms;data;data science;data structures;java;machine learning;problem solving;python;software,9,1-3,bachelors,AI_ML,working,full_time
JPARS_004724,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK124;SK044;SK001;SK031;SK028;SK004;SK041,algorithms;data;data structures;java;machine learning;problem solving;python;software,8,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004725,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK091;SK124;SK277;SK031;SK194;SK028;SK004,algorithms;artificial intelligence;data;data science;machine learning;natural language processing;problem solving;python,8,1-3,bachelors,AI_ML,working,full_time
JPARS_004726,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK124;SK044;SK110;SK029;SK031;SK028;SK004;SK041,algorithms;data;data structures;django;docker;machine learning;problem solving;python;software,9,0-1,masters,AI_ML,graduate,full_time
JPARS_004727,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK157;SK091;SK067;SK239;SK124;SK225;SK031;SK004;SK013;SK046;SK026;SK152,algorithms;application development;artificial intelligence;business;computer science;data;it;machine learning;python;rest;soap;web;web services,13,5+,bachelors,AI_ML,working,full_time
JPARS_004728,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK124;SK115;SK277;SK031;SK004;SK003,data;data mining;data science;machine learning;python;sql,6,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004729,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK067;SK124;SK095;SK225;SK020;SK031;SK004;SK026;SK052,algorithms;business;data;hardware;it;linux;machine learning;python;web;web development,10,5+,bachelors,AI_ML,working,full_time
JPARS_004730,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK067;SK124;SK095;SK225;SK020;SK031;SK004;SK026;SK052,algorithms;business;data;hardware;it;linux;machine learning;python;web;web development,10,3-5,masters,AI_ML,working,full_time
JPARS_004731,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK124;SK228;SK282;SK011;SK001;SK031;SK007;SK028;SK004;SK003;SK117;SK133,algorithms;data;image processing;implementation;infrastructure;java;machine learning;mobile;problem solving;python;sql;system;threading,13,1-3,phd,AI_ML,working,full_time
JPARS_004732,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK043;SK166;SK239;SK124;SK277;SK044;SK060;SK106;SK001;SK031;SK004;SK085,algorithms;big data;coding;computer science;data;data science;data structures;hadoop;hive;java;machine learning;python;scala,13,1-3,bachelors,AI_ML,working,full_time
JPARS_004733,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK161;SK034;SK091;SK067;SK124;SK029;SK192;SK011;SK031;SK194;SK004;SK003;SK135,agile;algorithms;artificial intelligence;business;data;docker;etl;infrastructure;machine learning;natural language processing;python;sql;testing,13,3-5,phd,AI_ML,working,full_time
JPARS_004734,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK091;SK043;SK067;SK124;SK012;SK060;SK282;SK031;SK285;SK004;SK118;SK016;SK041;SK003,artificial intelligence;big data;business;data;database;hadoop;implementation;machine learning;programming;python;san;security;software;sql,14,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004735,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK124;SK027;SK024;SK063;SK228;SK001;SK020;SK031;SK004;SK041;SK040;SK038,data;debugging;devops;github;image processing;java;linux;machine learning;python;software;software engineering;team player,12,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004736,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK067;SK124;SK277;SK225;SK031,algorithms;business;data;data science;it;machine learning,6,0-1,masters,AI_ML,graduate,full_time
JPARS_004737,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK161;SK239;SK124;SK060;SK228;SK031;SK028;SK285;SK004;SK041;SK117;SK026,agile;computer science;data;hadoop;image processing;machine learning;problem solving;programming;python;software;system;web,12,1-3,masters,AI_ML,working,full_time
JPARS_004738,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031,machine learning,1,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004739,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK067;SK239;SK124;SK177;SK277;SK106;SK031;SK057;SK039;SK274;SK257;SK003,algorithms;business;computer science;data;data analysis;data science;hive;machine learning;network;nosql;pig;production environment;sql,13,3-5,phd,AI_ML,working,full_time
JPARS_004740,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK058;SK239;SK124;SK012;SK029;SK155;SK011;SK002;SK031;SK087;SK047;SK132;SK039;SK285;SK004;SK016;SK041;SK003;SK135,apache;computer science;data;database;docker;gateway;infrastructure;javascript;machine learning;messaging;mongodb;networking;nosql;programming;python;security;software;sql;testing,19,0-1,phd,AI_ML,graduate,full_time
JPARS_004741,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK091;SK067;SK124;SK177;SK253;SK001;SK020;SK031;SK032;SK028;SK285;SK004;SK167;SK003,artificial intelligence;business;data;data analysis;data analytics;java;linux;machine learning;oracle;problem solving;programming;python;shell scripting;sql,14,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004742,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK043;SK124;SK277;SK292;SK192;SK031;SK028;SK285;SK102;SK004;SK068,big data;data;data science;director;etl;machine learning;problem solving;programming;project;python;solution,11,5+,masters,AI_ML,working,full_time
JPARS_004743,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031;SK004,machine learning;python,2,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004744,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031;SK102;SK026;SK052,machine learning;project;web;web development,4,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004745,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK006;SK031;SK102,html;machine learning;project,3,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004746,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031;SK102;SK004,machine learning;project;python,3,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004747,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK091;SK031;SK102,artificial intelligence;machine learning;project,3,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004748,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK091;SK031;SK102,artificial intelligence;machine learning;project,3,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004749,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK091;SK031;SK102,artificial intelligence;machine learning;project,3,0-1,masters,AI_ML,graduate,full_time
JPARS_004750,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031;SK102;SK004,machine learning;project;python,3,0-1,masters,AI_ML,graduate,full_time
JPARS_004751,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031;SK102,machine learning;project,2,0-1,masters,AI_ML,graduate,full_time
JPARS_004752,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031;SK102;SK041,machine learning;project;software,3,0-1,masters,AI_ML,graduate,full_time
JPARS_004753,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031;SK102;SK004,machine learning;project;python,3,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004754,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK031;SK102,machine learning;project,2,0-1,bachelors,AI_ML,graduate,full_time
JPARS_004755,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK043;SK239;SK124;SK044;SK012;SK060;SK282;SK031;SK028;SK285;SK004;SK117;SK026;SK152;SK050,algorithms;big data;computer science;data;data structures;database;hadoop;implementation;machine learning;problem solving;programming;python;system;web;web services;written communication,16,0-1,masters,AI_ML,graduate,full_time
JPARS_004756,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK067;SK124;SK277;SK060;SK244;SK011;SK031;SK004;SK085;SK041,algorithms;business;data;data science;hadoop;hdfs;infrastructure;machine learning;python;scala;software,11,5+,phd,AI_ML,working,full_time
JPARS_004757,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK043;SK239;SK124;SK011;SK031;SK295;SK041;SK080,big data;computer science;data;infrastructure;machine learning;mentor;software;technical skills,8,5+,bachelors,AI_ML,working,full_time
JPARS_004758,Machine Learning Engineer,AI / ML Engineer (Entry Level),AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK034;SK058;SK067;SK124;SK277;SK060;SK244;SK011;SK031;SK004;SK085;SK041,algorithms;apache;business;data;data science;hadoop;hdfs;infrastructure;machine learning;python;scala;software,12,5+,bachelors,AI_ML,working,full_time
JPARS_004764,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK055;SK007;SK256,android;ios;mobile;xamarin,4,0-1,masters,MOBILE,graduate,full_time
JPARS_004765,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK083;SK055;SK001;SK007;SK078;SK256,android;android development;ios;java;mobile;swift;xamarin,7,1-3,bachelors,MOBILE,working,full_time
JPARS_004766,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK158;SK157;SK067;SK148;SK007;SK142;SK285;SK013;SK184,android;android studio;application development;business;business requirements;mobile;mobile development;programming;rest;technical requirements,10,0-1,bachelors,MOBILE,graduate,full_time
JPARS_004767,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK083;SK158;SK055;SK001;SK002;SK007;SK159,android;android development;android studio;ios;java;javascript;mobile;protocols,8,0-1,bachelors,MOBILE,graduate,full_time
JPARS_004768,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK083;SK157;SK243;SK005;SK086;SK022;SK254;SK001;SK002;SK015;SK019;SK007;SK258;SK199;SK285;SK102;SK151,android;android development;application development;cocoa;css;eclipse;html5;information systems;java;javascript;jquery;json;mobile;mobile application development;phonegap;programming;project;xcode,18,1-3,bachelors,MOBILE,working,full_time
JPARS_004769,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK091;SK055;SK001;SK002;SK031;SK007;SK279;SK016;SK035;SK078,android;artificial intelligence;ios;java;javascript;machine learning;mobile;mobile applications;security;storage;swift,11,3-5,bachelors,MOBILE,working,full_time
JPARS_004770,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK161;SK070;SK215;SK005;SK012;SK234;SK022;SK282;SK055;SK225;SK002;SK015;SK019;SK007;SK279;SK199;SK028;SK285;SK075;SK013;SK016;SK046;SK003;SK117;SK135;SK026;SK152;SK059;SK256;SK023,agile;android;application performance;css;database;database management;html5;implementation;ios;it;javascript;jquery;json;mobile;mobile applications;phonegap;problem solving;programming;rdbms;rest;security;soap;sql;system;testing;web;web services;web technologies;xamarin;xml,30,5+,bachelors,MOBILE,working,full_time
JPARS_004771,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK083;SK012;SK234;SK055;SK225;SK001;SK007;SK279;SK285;SK041,android;android development;database;database management;ios;it;java;mobile;mobile applications;programming;software,11,1-3,bachelors,MOBILE,working,full_time
JPARS_004772,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK083;SK012;SK234;SK055;SK225;SK001;SK007;SK279;SK285;SK041,android;android development;database;database management;ios;it;java;mobile;mobile applications;programming;software,11,1-3,bachelors,MOBILE,working,full_time
JPARS_004773,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK083;SK158;SK157;SK243;SK005;SK086;SK022;SK001;SK002;SK015;SK019;SK007;SK258;SK199;SK285;SK151,android;android development;android studio;application development;cocoa;css;eclipse;html5;java;javascript;jquery;json;mobile;mobile application development;phonegap;programming;xcode,17,0-1,bachelors,MOBILE,graduate,full_time
JPARS_004774,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK049;SK161;SK070;SK065;SK239;SK005;SK022;SK055;SK001;SK002;SK015;SK007;SK146;SK199;SK041,.net;agile;android;angularjs;computer science;css;html5;ios;java;javascript;jquery;mobile;objective c;phonegap;software,15,1-3,diploma,MOBILE,working,full_time
JPARS_004775,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK083;SK081;SK215;SK109;SK124;SK019;SK007;SK279;SK142;SK013;SK041;SK122,android;android development;android sdk;application performance;bug fixing;data;json;mobile;mobile applications;mobile development;rest;software;software development,13,0-1,bachelors,MOBILE,graduate,full_time
JPARS_004776,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK180;SK001;SK007;SK279;SK120;SK285;SK026,android;iphone;java;mobile;mobile applications;object oriented programming;programming;web,8,0-1,bachelors,MOBILE,graduate,full_time
JPARS_004777,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK161;SK067;SK166;SK124;SK012;SK011;SK225;SK019;SK007;SK279;SK037;SK146;SK285;SK013;SK016;SK068;SK078;SK038;SK026;SK050;SK023,agile;business;coding;data;database;infrastructure;it;json;mobile;mobile applications;mvc;objective c;programming;rest;security;solution;swift;team player;web;written communication;xml,21,3-5,bachelors,MOBILE,working,full_time
JPARS_004778,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK034;SK043;SK136;SK124;SK044;SK185;SK060;SK244;SK031;SK007;SK057;SK039;SK028;SK003;SK026,algorithms;big data;cloud computing;data;data structures;elastic search;hadoop;hdfs;machine learning;mobile;network;nosql;problem solving;sql;web,15,0-1,bachelors,MOBILE,graduate,full_time
JPARS_004779,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK161;SK070;SK158;SK166;SK007;SK041;SK097;SK122;SK271,agile;android;android studio;coding;mobile;software;software design;software development;troubleshooting,9,1-3,bachelors,MOBILE,working,full_time
JPARS_004780,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK067;SK055;SK007;SK028;SK068;SK151,android;business;ios;mobile;problem solving;solution;xcode,7,0-1,masters,MOBILE,graduate,full_time
JPARS_004781,Mobile App Developer,Junior Mobile Developer,JR_MOBILE_DEV,Junior Mobile Developer,SK070;SK089;SK055;SK001;SK051;SK007;SK013,android;gradle;ios;java;maven;mobile;rest,7,1-3,masters,MOBILE,working,full_time
JPARS_005723,Node JS Backend Developer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK161;SK058;SK239;SK005;SK124;SK012;SK063;SK006;SK001;SK002;SK261;SK047;SK039;SK102;SK016;SK041;SK122;SK003;SK035;SK026,agile;apache;computer science;css;data;database;github;html;java;javascript;jira;mongodb;nosql;project;security;software;software development;sql;storage;web,20,5+,masters,SOFTWARE_ENGINEERING,working,full_time
JPARS_005724,Node js Backend Developer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK161;SK181;SK067;SK185;SK225;SK002;SK076;SK039;SK041;SK068,agile;aws;business;elastic search;it;javascript;node.js;nosql;software;solution,10,5+,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_005725,Nodejs Backend Developer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK225;SK001;SK002;SK013;SK018,it;java;javascript;rest;spring,5,1-3,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_005726,NodeJS Backend Developer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK181;SK166;SK124;SK044;SK047;SK076;SK028;SK013;SK041;SK003;SK026,aws;coding;data;data structures;mongodb;node.js;problem solving;rest;software;sql;web,11,5+,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_005728,PHP Backend developer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK021;SK181;SK092;SK027;SK074;SK009;SK248;SK022;SK002;SK053;SK037;SK017;SK028;SK285;SK102;SK013;SK046;SK041;SK122;SK056;SK038;SK026;SK203,api;aws;codeigniter;debugging;fundamentals;git;grunt;html5;javascript;laravel;mvc;php;problem solving;programming;project;rest;soap;software;software development;svn;team player;web;zend,23,3-5,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_006003,Principal Backend Engineer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK034;SK058;SK181;SK067;SK166;SK005;SK110;SK029;SK022;SK011;SK225;SK030;SK047;SK112;SK102;SK004;SK041;SK097;SK040;SK068;SK003;SK135;SK026,algorithms;apache;aws;business;coding;css;django;docker;html5;infrastructure;it;j2ee;mongodb;orchestration;project;python;software;software design;software engineering;solution;sql;testing;web,23,5+,diploma,SOFTWARE_ENGINEERING,working,full_time
JPARS_006004,Principal Backend Engineer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK065;SK067;SK124;SK009;SK025;SK001;SK002;SK007;SK028;SK285;SK004;SK003;SK035;SK026,angularjs;business;data;git;hibernate;java;javascript;mobile;problem solving;programming;python;sql;storage;web,14,5+,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_006005,Principal Backend Engineer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK166;SK124;SK129;SK012;SK029;SK185;SK001;SK047;SK039;SK032;SK041;SK097;SK040;SK003;SK176;SK191;SK026;SK052,coding;data;data warehousing;database;docker;elastic search;java;mongodb;nosql;oracle;software;software design;software engineering;sql;sql database;sybase;web;web development,18,5+,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_006006,Principal Backend Engineer,Junior Backend Developer,JR_BE_DEV,Junior Backend Developer,SK058;SK267;SK136;SK239;SK124;SK044;SK012;SK074;SK025;SK011;SK225;SK030;SK001;SK087;SK013;SK016;SK041;SK122;SK018;SK003;SK176;SK117;SK026,apache;apache tomcat;cloud computing;computer science;data;data structures;database;fundamentals;hibernate;infrastructure;it;j2ee;java;messaging;rest;security;software;software development;spring;sql;sql database;system;web,23,5+,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_006013,Principal DevOps Engineer,DevOps / Cloud Trainee,DEVOPS_TRAINEE,DevOps / Cloud Trainee,SK181;SK067;SK101;SK166;SK012;SK024;SK029;SK011;SK020;SK057;SK132;SK206;SK004;SK167;SK068;SK212;SK003;SK271,aws;business;cloud services;coding;database;devops;docker;infrastructure;linux;network;networking;production support;python;shell scripting;solution;splunk;sql;troubleshooting,18,5+,bachelors,DEVOPS,working,full_time
JPARS_006014,Principal DevOps Engineer,DevOps / Cloud Trainee,DEVOPS_TRAINEE,DevOps / Cloud Trainee,SK161;SK021;SK157;SK067;SK239;SK024;SK029;SK074;SK063;SK011;SK020;SK132;SK187;SK285;SK102;SK004;SK016;SK041;SK122;SK212;SK117;SK038;SK064;SK061,agile;api;application development;business;computer science;devops;docker;fundamentals;github;infrastructure;linux;networking;operating system;programming;project;python;security;software;software development;splunk;system;team player;unix;windows,24,5+,masters,DEVOPS,working,full_time
JPARS_006015,Principal DevOps Engineer,DevOps / Cloud Trainee,DEVOPS_TRAINEE,DevOps / Cloud Trainee,SK161;SK021;SK157;SK067;SK239;SK124;SK024;SK029;SK074;SK063;SK011;SK020;SK132;SK187;SK285;SK102;SK004;SK016;SK041;SK122;SK212;SK117;SK038;SK064;SK061,agile;api;application development;business;computer science;data;devops;docker;fundamentals;github;infrastructure;linux;networking;operating system;programming;project;python;security;software;software development;splunk;system;team player;unix;windows,25,5+,masters,DEVOPS,working,full_time
JPARS_006016,Principal DevOps Engineer,DevOps / Cloud Trainee,DEVOPS_TRAINEE,DevOps / Cloud Trainee,SK161;SK021;SK157;SK067;SK239;SK024;SK029;SK074;SK063;SK011;SK020;SK132;SK187;SK285;SK102;SK004;SK016;SK041;SK122;SK212;SK117;SK038;SK064;SK061,agile;api;application development;business;computer science;devops;docker;fundamentals;github;infrastructure;linux;networking;operating system;programming;project;python;security;software;software development;splunk;system;team player;unix;windows,24,5+,masters,DEVOPS,working,full_time
JPARS_006017,Principal DevOps Engineer,DevOps / Cloud Trainee,DEVOPS_TRAINEE,DevOps / Cloud Trainee,SK224;SK101;SK288;SK024;SK063;SK011;SK002;SK004;SK041;SK122;SK040;SK135;SK195;SK026,authoring;cloud services;desktop;devops;github;infrastructure;javascript;python;software;software development;software engineering;testing;visual studio;web,14,5+,bachelors,DEVOPS,working,full_time
JPARS_006018,Principal DevOps Engineer,DevOps / Cloud Trainee,DEVOPS_TRAINEE,DevOps / Cloud Trainee,SK103;SK067;SK124;SK027;SK024;SK029;SK185;SK165;SK074;SK045;SK011;SK225;SK019;SK020;SK174;SK057;SK132;SK102;SK016;SK268;SK041;SK003;SK035;SK195;SK026;SK061,asp.net;business;data;debugging;devops;docker;elastic search;firewall;fundamentals;information technology;infrastructure;it;json;linux;microsoft azure;network;networking;project;security;security compliance;software;sql;storage;visual studio;web;windows,26,5+,diploma,DEVOPS,working,contract
JPARS_006019,Principal DevOps Engineer,DevOps / Cloud Trainee,DEVOPS_TRAINEE,DevOps / Cloud Trainee,SK021;SK067;SK105;SK182;SK124;SK012;SK024;SK029;SK009;SK011;SK020;SK057;SK285;SK156;SK003;SK035;SK149;SK130;SK168,api;business;cassandra;configuration;data;database;devops;docker;git;infrastructure;linux;network;programming;routing;sql;storage;switching;telecom;vpn,19,5+,masters,DEVOPS,working,full_time
JPARS_006027,Principal Software Engineer,Junior Software Engineer,JR_SE,Junior Software Engineer,SK161;SK101;SK166;SK239;SK124;SK110;SK002;SK031;SK295;SK004;SK016;SK041;SK040;SK117;SK026,agile;cloud services;coding;computer science;data;django;javascript;machine learning;mentor;python;security;software;software engineering;system;web,15,5+,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_006028,Principal Software Engineer,Junior Software Engineer,JR_SE,Junior Software Engineer,SK161;SK101;SK166;SK239;SK124;SK110;SK002;SK031;SK295;SK004;SK016;SK041;SK040;SK117;SK026,agile;cloud services;coding;computer science;data;django;javascript;machine learning;mentor;python;security;software;software engineering;system;web,15,5+,bachelors,SOFTWARE_ENGINEERING,working,full_time
JPARS_006029,Principal Software Engineer,Junior Software Engineer,JR_SE,Junior Software Engineer,SK161;SK034;SK067;SK105;SK239;SK124;SK044;SK282;SK001;SK031;SK032;SK285;SK102;SK004;SK013;SK041;SK097;SK122;SK040;SK003;SK117;SK218;SK026,agile;algorithms;business;cassandra;computer science;data;data structures;implementation;java;machine learning;oracle;programming;project;python;rest;software;software design;software development;software engineering;sql;system;system architecture;web,23,5+,masters,SOFTWARE_ENGINEERING,working,full_time
JPARS_006030,Principal Software Engineer,Junior Software Engineer,JR_SE,Junior Software Engineer,SK161;SK021;SK181;SK067;SK166;SK239;SK124;SK012;SK029;SK185;SK063;SK011;SK225;SK001;SK031;SK039;SK013;SK082;SK016;SK041;SK040;SK117,agile;api;aws;business;coding;computer science;data;database;docker;elastic search;github;infrastructure;it;java;machine learning;nosql;rest;rest api;security;software;software engineering;system,22,5+,masters,SOFTWARE_ENGINEERING,working,full_time
JPARS_006031,Principal Software Engineer,Junior Software Engineer,JR_SE,Junior Software Engineer,SK034;SK067;SK239;SK124;SK141;SK011;SK225;SK031;SK194;SK285;SK041;SK122;SK068,algorithms;business;computer science;data;forms;infrastructure;it;machine learning;natural language processing;programming;software;software development;solution,13,5+,masters,SOFTWARE_ENGINEERING,working,full_time
JPARS_006032,Principal Software Engineer,Junior Software Engineer,JR_SE,Junior Software Engineer,SK157;SK166;SK239;SK124;SK277;SK282;SK001;SK031;SK295;SK004;SK041;SK040;SK026;SK052,application development;coding;computer science;data;data science;implementation;java;machine learning;mentor;python;software;software engineering;web;web development,14,5+,masters,SOFTWARE_ENGINEERING,working,full_time
JPARS_006033,Principal Software Engineer,Junior Software Engineer,JR_SE,Junior Software Engineer,SK157;SK166;SK239;SK124;SK277;SK282;SK001;SK031;SK295;SK004;SK041;SK040;SK026;SK052,application development;coding;computer science;data;data science;implementation;java;machine learning;mentor;python;software;software engineering;web;web development,14,5+,masters,SOFTWARE_ENGINEERING,working,full_time
JPARS_006034,Principal Software Engineer,Junior Software Engineer,JR_SE,Junior Software Engineer,SK034;SK067;SK239;SK124;SK141;SK011;SK225;SK031;SK194;SK285;SK041;SK122;SK068,algorithms;business;computer science;data;forms;infrastructure;it;machine learning;natural language processing;programming;software;software development;solution,13,5+,masters,SOFTWARE_ENGINEERING,working,full_time
