job_uid,job_title,role_id,role_title,domain,experience_level,education_level,current_status,job_type_clean
JPARS_007440,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007441,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007442,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007443,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007444,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007445,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007446,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007447,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007448,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007449,Software Engineer,ML_RESEARCH_SCIENTIST,ML Research Scientist,AI_ML,1-3,bachelors,working,full_time
JPARS_007450,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007451,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007452,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007453,Software Engineer,ML_RESEARCH_SCIENTIST,ML Research Scientist,AI_ML,1-3,bachelors,working,full_time
JPARS_007454,Software Engineer,ML_RESEARCH_SCIENTIST,ML Research Scientist,AI_ML,1-3,bachelors,working,full_time
JPARS_007455,Software Engineer,ML_RESEARCH_SCIENTIST,ML Research Scientist,AI_ML,1-3,bachelors,working,full_time
JPARS_007456,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007457,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007458,Software Engineer,BE_DEV,Backend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007459,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007460,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007461,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007462,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007463,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007464,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007465,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007466,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007467,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007468,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007469,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007470,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007471,Software Engineer,SE_II,Software Engineer II,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007472,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007473,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007474,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007475,Software Engineer,SE_II,Software Engineer II,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007476,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007477,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007478,Software Engineer,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007479,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007480,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007481,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007482,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007483,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007484,Software Engineer,SRE,Site Reliability Engineer,DEVOPS_SRE,1-3,bachelors,working,full_time
JPARS_007485,Software Engineer,ML_RESEARCH_SCIENTIST,ML Research Scientist,AI_ML,1-3,bachelors,working,full_time
JPARS_007486,Software Engineer,BE_DEV,Backend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007487,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007488,Software Engineer,BE_DEV,Backend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007489,Software Engineer,BE_DEV,Backend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007490,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007491,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007492,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007493,Software Engineer,BE_DEV,Backend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007494,Software Engineer,DATA_ENGINEER,Data Engineer,DATA_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007495,Software Engineer,FE_DEV,Frontend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007496,Software Engineer,BE_DEV,Backend Developer,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007497,Software Engineer,SE_II,Software Engineer II,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007498,Software Engineer,SE_II,Software Engineer II,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007499,Software Engineer,SE_II,Software Engineer II,FULLSTACK_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007500,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007501,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007502,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007503,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007504,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007505,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007506,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007507,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007508,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007509,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007510,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007511,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007512,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007513,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007514,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007515,Software Engineer Android,MOBILE_DEV,Mobile Developer,MOBILE_ENGINEERING,1-3,bachelors,working,full_time
JPARS_007516,Software Technical Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007517,Software Technical Architect,SENIOR_MOBILE_DEV,Senior Mobile Developer,MOBILE_ENGINEERING,5+,masters,working,full_time
JPARS_007518,Software Technical Architect,SENIOR_MOBILE_DEV,Senior Mobile Developer,MOBILE_ENGINEERING,5+,masters,working,full_time
JPARS_007519,Software Technical Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007520,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007521,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007522,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007523,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007524,Solution Architect,SENIOR_SE,Senior Software Engineer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007525,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007526,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007527,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007528,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007529,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007530,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007531,Solution Architect,SENIOR_ML_ENGINEER,Senior ML Engineer,AI_ML,5+,masters,working,full_time
JPARS_007532,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007533,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007534,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007535,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007536,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007537,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007538,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007539,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007540,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007541,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007542,Solution Architect,SENIOR_SE,Senior Software Engineer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007543,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007544,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007545,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007546,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007547,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007548,Solution Architect,SENIOR_SE,Senior Software Engineer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007549,Solution Architect,SENIOR_SE,Senior Software Engineer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007550,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007551,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007552,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007553,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007554,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007555,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007556,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007557,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007558,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007559,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007560,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007561,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007562,Solution Architect,SENIOR_SECURITY_ENG,Senior Security Engineer,SECURITY,5+,masters,working,full_time
JPARS_007563,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007564,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007565,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007566,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007567,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007568,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007569,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007570,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007571,Solution Architect,SENIOR_SECURITY_ENG,Senior Security Engineer,SECURITY,5+,masters,working,full_time
JPARS_007572,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007573,Solution Architect,SENIOR_MOBILE_DEV,Senior Mobile Developer,MOBILE_ENGINEERING,5+,masters,working,full_time
JPARS_007574,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007575,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007576,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007577,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007578,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007579,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007580,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007581,Solution Architect,SENIOR_ML_ENGINEER,Senior ML Engineer,AI_ML,5+,masters,working,full_time
JPARS_007582,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007583,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007584,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007585,Solution Architect,SENIOR_SE,Senior Software Engineer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007586,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007587,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007588,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007589,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007590,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007591,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007592,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007593,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007594,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007595,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007596,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007597,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007598,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007599,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007600,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007601,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007602,Solution Architect,SENIOR_SECURITY_ENG,Senior Security Engineer,SECURITY,5+,masters,working,full_time
JPARS_007603,Solution Architect,SENIOR_ML_ENGINEER,Senior ML Engineer,AI_ML,5+,masters,working,full_time
JPARS_007604,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007605,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007606,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007607,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007608,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007609,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007610,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007611,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007612,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007613,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007614,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007615,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007616,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007617,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007618,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007619,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007620,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007621,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007622,Solution Architect,SENIOR_ML_ENGINEER,Senior ML Engineer,AI_ML,5+,masters,working,full_time
JPARS_007623,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007624,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007625,Solution Architect,SENIOR_CLOUD_ENG,Senior Cloud Engineer,CLOUD_ENGINEERING,5+,masters,working,full_time
JPARS_007626,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007627,Solution Architect,SENIOR_SE,Senior Software Engineer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007628,Solution Architect,SENIOR_SE,Senior Software Engineer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007629,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007630,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007631,Solution Architect,SENIOR_SE,Senior Software Engineer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007632,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007633,Solution Architect,SENIOR_SRE,Senior SRE,DEVOPS_SRE,5+,masters,working,full_time
JPARS_007634,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007635,Solution Architect,SENIOR_MOBILE_DEV,Senior Mobile Developer,MOBILE_ENGINEERING,5+,masters,working,full_time
JPARS_007636,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007637,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007638,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007639,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007640,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007641,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007642,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007643,Solution Architect,SENIOR_ML_ENGINEER,Senior ML Engineer,AI_ML,5+,masters,working,full_time
JPARS_007644,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007645,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007646,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007647,Solution Architect,SENIOR_SECURITY_ENG,Senior Security Engineer,SECURITY,5+,masters,working,full_time
JPARS_007648,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007649,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007650,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007651,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007652,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007653,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007654,Solution Architect,SENIOR_ML_ENGINEER,Senior ML Engineer,AI_ML,5+,masters,working,full_time
JPARS_007655,Solution Architect,SENIOR_BE_DEV,Senior Backend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007656,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007657,Solution Architect,SENIOR_MOBILE_DEV,Senior Mobile Developer,MOBILE_ENGINEERING,5+,masters,working,full_time
JPARS_007658,Solution Architect,SENIOR_FE_DEV,Senior Frontend Developer,FULLSTACK_ENGINEERING,5+,masters,working,full_time
JPARS_007659,Solution Architect,SENIOR_ML_ENGINEER,Senior ML Engineer,AI_ML,5+,masters,working,full_time
JPARS_007660,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
JPARS_007661,Solution Architect,SENIOR_DATA_ENGINEER,Senior Data Engineer,DATA_ENGINEERING,5+,masters,working,full_time
