job_uid,role_id,detected_domain,core_count,supporting_count,optional_count,generic_soft_count,domain_signal_count,total_skills
JPARS_005464,SE_II,FULLSTACK_ENGINEERING,0,0,10,1,0,11
JPARS_005465,SRE,DEVOPS_SRE,0,0,19,3,2,24
JPARS_005466,SRE,DEVOPS_SRE,0,0,14,2,1,17
JPARS_005467,SE_II,FULLSTACK_ENGINEERING,0,0,7,0,0,7
JPARS_005468,SE_II,FULLSTACK_ENGINEERING,0,0,7,0,0,7
JPARS_005469,SECURITY_ENGINEER,SECURITY,2,1,8,1,0,12
JPARS_005470,SRE,DEVOPS_SRE,1,0,19,2,0,22
JPARS_005471,SRE,DEVOPS_SRE,0,0,21,2,0,23
JPARS_005472,SRE,DEVOPS_SRE,0,0,17,4,2,23
JPARS_005473,SRE,DEVOPS_SRE,0,0,19,4,2,25
JPARS_005474,SRE,DEVOPS_SRE,0,0,19,4,2,25
JPARS_005475,SRE,DEVOPS_SRE,0,0,30,6,3,39
JPARS_005476,SRE,DEVOPS_SRE,1,0,10,0,1,12
JPARS_005477,SRE,DEVOPS_SRE,3,1,29,4,3,40
JPARS_005478,SRE,DEVOPS_SRE,1,0,24,3,3,31
JPARS_005479,SRE,DEVOPS_SRE,0,0,14,2,2,18
JPARS_005480,SRE,DEVOPS_SRE,4,1,27,4,2,38
JPARS_005481,SRE,DEVOPS_SRE,0,1,28,3,0,32
JPARS_005482,MOBILE_DEV,MOBILE_ENGINEERING,1,0,24,4,1,30
JPARS_005483,SRE,DEVOPS_SRE,0,0,22,3,4,29
JPARS_005484,SRE,DEVOPS_SRE,1,1,26,5,2,35
JPARS_005485,SRE,DEVOPS_SRE,0,0,22,1,1,24
JPARS_005486,SRE,DEVOPS_SRE,0,0,22,5,2,29
JPARS_005487,SECURITY_ENGINEER,SECURITY,1,0,16,5,1,23
JPARS_005488,SE_II,FULLSTACK_ENGINEERING,0,0,6,2,0,8
JPARS_005489,SECURITY_ENGINEER,SECURITY,1,0,16,5,1,23
JPARS_005490,SRE,DEVOPS_SRE,0,0,23,6,4,33
JPARS_005491,SRE,DEVOPS_SRE,0,0,12,2,2,16
JPARS_005492,SE_II,FULLSTACK_ENGINEERING,0,0,11,3,0,14
JPARS_005493,SRE,DEVOPS_SRE,1,0,19,1,0,21
JPARS_005494,BE_DEV,FULLSTACK_ENGINEERING,0,0,15,2,0,17
JPARS_005495,SRE,DEVOPS_SRE,0,0,18,5,1,24
JPARS_005496,SRE,DEVOPS_SRE,0,0,18,5,3,26
JPARS_005497,SE_II,FULLSTACK_ENGINEERING,0,0,16,4,2,22
JPARS_005498,SRE,DEVOPS_SRE,0,0,16,5,1,22
JPARS_005499,SRE,DEVOPS_SRE,0,0,21,6,2,29
JPARS_005500,DATA_ENGINEER,DATA_ENGINEERING,5,1,21,5,5,37
JPARS_005501,ML_RESEARCH_SCIENTIST,AI_ML,0,0,9,1,1,11
JPARS_005502,SRE,DEVOPS_SRE,0,0,9,1,1,11
JPARS_005503,SE_II,FULLSTACK_ENGINEERING,0,0,19,3,1,23
JPARS_005504,SRE,DEVOPS_SRE,0,0,12,2,0,14
JPARS_005505,CLOUD_ENGINEER,CLOUD_ENGINEERING,0,0,14,3,2,19
JPARS_005506,SRE,DEVOPS_SRE,3,1,15,3,1,23
JPARS_005507,SRE,DEVOPS_SRE,3,1,23,4,5,36
JPARS_005508,SRE,DEVOPS_SRE,0,0,6,0,0,6
JPARS_005509,DATA_ENGINEER,DATA_ENGINEERING,1,0,9,1,1,12
JPARS_005510,SRE,DEVOPS_SRE,0,0,12,5,0,17
JPARS_005511,SE_II,FULLSTACK_ENGINEERING,0,0,10,0,1,11
JPARS_005512,DATA_ENGINEER,DATA_ENGINEERING,0,0,6,0,0,6
JPARS_005513,SE_II,FULLSTACK_ENGINEERING,0,0,18,4,2,24
JPARS_005514,SE_II,FULLSTACK_ENGINEERING,0,0,3,1,1,5
JPARS_005515,SE_II,FULLSTACK_ENGINEERING,0,0,7,0,0,7
JPARS_005516,SRE,DEVOPS_SRE,0,0,5,0,0,5
JPARS_005517,ML_RESEARCH_SCIENTIST,AI_ML,0,0,10,1,0,11
JPARS_005518,ML_RESEARCH_SCIENTIST,AI_ML,0,0,13,0,0,13
JPARS_005519,ML_RESEARCH_SCIENTIST,AI_ML,0,0,11,1,1,13
JPARS_005520,SRE,DEVOPS_SRE,0,0,28,5,2,35
JPARS_005521,SRE,DEVOPS_SRE,3,0,28,6,6,43
JPARS_005522,SRE,DEVOPS_SRE,0,0,9,0,1,10
JPARS_005523,SRE,DEVOPS_SRE,0,0,7,0,4,11
JPARS_005524,ML_RESEARCH_SCIENTIST,AI_ML,0,0,13,0,0,13
JPARS_005525,SRE,DEVOPS_SRE,1,0,29,4,6,40
JPARS_005526,SRE,DEVOPS_SRE,0,0,34,4,3,41
JPARS_005527,SRE,DEVOPS_SRE,0,0,21,5,2,28
JPARS_005528,ML_RESEARCH_SCIENTIST,AI_ML,0,0,10,1,0,11
JPARS_005529,SRE,DEVOPS_SRE,0,0,16,2,2,20
JPARS_005530,SRE,DEVOPS_SRE,0,0,16,2,2,20
JPARS_005531,ML_RESEARCH_SCIENTIST,AI_ML,0,0,10,1,0,11
JPARS_005532,SE_II,FULLSTACK_ENGINEERING,0,0,9,2,1,12
JPARS_005533,SECURITY_ENGINEER,SECURITY,1,0,16,6,0,23
JPARS_005534,SRE,DEVOPS_SRE,1,0,21,4,4,30
JPARS_005535,SRE,DEVOPS_SRE,2,1,19,3,3,28
JPARS_005536,DATA_ENGINEER,DATA_ENGINEERING,0,0,14,3,3,20
JPARS_005537,SRE,DEVOPS_SRE,0,0,20,2,3,25
JPARS_005538,SECURITY_ENGINEER,SECURITY,2,1,27,7,1,38
JPARS_005539,SRE,DEVOPS_SRE,3,0,38,6,3,50
JPARS_005540,SECURITY_ENGINEER,SECURITY,2,0,15,1,0,18
JPARS_005541,SECURITY_ENGINEER,SECURITY,3,0,12,2,0,17
JPARS_005542,SRE,DEVOPS_SRE,0,0,16,3,3,22
JPARS_005543,SRE,DEVOPS_SRE,0,0,25,5,4,34
JPARS_005544,SRE,DEVOPS_SRE,0,0,26,6,4,36
JPARS_005545,SRE,DEVOPS_SRE,0,0,24,1,2,27
JPARS_005546,SRE,DEVOPS_SRE,1,0,19,2,4,26
JPARS_005547,SRE,DEVOPS_SRE,1,1,22,3,0,27
JPARS_005548,SRE,DEVOPS_SRE,0,0,15,4,0,19
JPARS_005549,SECURITY_ENGINEER,SECURITY,4,0,29,4,1,38
JPARS_005550,SRE,DEVOPS_SRE,0,0,21,4,4,29
JPARS_005551,SRE,DEVOPS_SRE,0,0,27,5,2,34
JPARS_005552,SRE,DEVOPS_SRE,0,0,29,3,3,35
JPARS_005553,SRE,DEVOPS_SRE,0,0,21,3,2,26
JPARS_005554,SRE,DEVOPS_SRE,2,0,41,2,5,50
JPARS_005555,SRE,DEVOPS_SRE,0,1,24,3,3,31
JPARS_005556,SRE,DEVOPS_SRE,0,0,23,4,3,30
JPARS_005557,SRE,DEVOPS_SRE,0,0,21,1,2,24
JPARS_005558,SRE,DEVOPS_SRE,0,0,35,3,5,43
JPARS_005559,SECURITY_ENGINEER,SECURITY,3,0,31,5,4,43
JPARS_005560,SRE,DEVOPS_SRE,0,0,20,1,1,22
JPARS_005561,SRE,DEVOPS_SRE,3,1,24,5,1,34
JPARS_005562,SRE,DEVOPS_SRE,1,0,24,4,3,32
JPARS_005563,MOBILE_DEV,MOBILE_ENGINEERING,1,0,25,5,1,32
JPARS_005564,SRE,DEVOPS_SRE,0,0,22,4,3,29
JPARS_005565,SRE,DEVOPS_SRE,2,1,32,5,4,44
JPARS_005566,DATA_ENGINEER,DATA_ENGINEERING,0,0,20,3,2,25
JPARS_005567,DATA_ENGINEER,DATA_ENGINEERING,0,0,18,1,1,20
JPARS_005568,SRE,DEVOPS_SRE,0,0,8,1,0,9
JPARS_005569,CLOUD_ENGINEER,CLOUD_ENGINEERING,1,0,27,6,2,36
JPARS_005570,ML_RESEARCH_SCIENTIST,AI_ML,0,0,14,4,2,20
JPARS_005571,BE_DEV,FULLSTACK_ENGINEERING,0,0,19,3,2,24
JPARS_005572,SE_II,FULLSTACK_ENGINEERING,0,0,6,1,0,7
JPARS_005573,SECURITY_ENGINEER,SECURITY,1,2,15,8,2,28
JPARS_005574,BE_DEV,FULLSTACK_ENGINEERING,0,0,21,3,2,26
JPARS_005575,SRE,DEVOPS_SRE,0,0,10,3,0,13
JPARS_005576,SRE,DEVOPS_SRE,1,0,29,4,3,37
JPARS_005577,SRE,DEVOPS_SRE,1,0,10,3,0,14
JPARS_005578,SRE,DEVOPS_SRE,1,0,7,3,0,11
JPARS_005579,SECURITY_ENGINEER,SECURITY,2,0,15,1,0,18
JPARS_005580,SE_II,FULLSTACK_ENGINEERING,0,0,8,1,1,10
JPARS_005581,DATA_ENGINEER,DATA_ENGINEERING,0,0,18,3,3,24
JPARS_005582,SRE,DEVOPS_SRE,2,1,24,5,2,34
JPARS_005583,SE_II,FULLSTACK_ENGINEERING,0,1,4,1,2,8
JPARS_005584,SE_II,FULLSTACK_ENGINEERING,0,0,4,2,0,6
JPARS_005585,SE_II,FULLSTACK_ENGINEERING,0,0,4,2,0,6
JPARS_005586,SE_II,FULLSTACK_ENGINEERING,0,0,4,2,0,6
JPARS_005587,SE_II,FULLSTACK_ENGINEERING,0,0,4,1,1,6
JPARS_005588,SRE,DEVOPS_SRE,1,0,10,3,0,14
JPARS_005589,DATA_ENGINEER,DATA_ENGINEERING,0,1,19,5,2,27
JPARS_005590,SE_II,FULLSTACK_ENGINEERING,0,0,9,1,0,10
JPARS_005591,SRE,DEVOPS_SRE,1,0,13,4,0,18
JPARS_005592,DATA_ENGINEER,DATA_ENGINEERING,0,0,20,5,2,27
JPARS_005593,ML_RESEARCH_SCIENTIST,AI_ML,1,0,23,5,2,31
JPARS_005594,DATA_ENGINEER,DATA_ENGINEERING,0,1,14,5,2,22
JPARS_005595,SRE,DEVOPS_SRE,0,0,9,1,0,10
JPARS_005596,SRE,DEVOPS_SRE,1,0,22,1,2,26
JPARS_005597,SRE,DEVOPS_SRE,1,0,12,1,1,15
JPARS_005598,BE_DEV,FULLSTACK_ENGINEERING,0,0,10,1,3,14
JPARS_005599,SRE,DEVOPS_SRE,0,0,6,2,0,8
JPARS_005600,DATA_ENGINEER,DATA_ENGINEERING,0,1,14,5,2,22
JPARS_005601,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,3,18
JPARS_005602,SE_II,FULLSTACK_ENGINEERING,0,0,9,0,0,9
JPARS_005603,DATA_ENGINEER,DATA_ENGINEERING,0,0,8,2,0,10
JPARS_005604,DATA_ENGINEER,DATA_ENGINEERING,0,0,15,2,1,18
JPARS_005605,SRE,DEVOPS_SRE,1,0,12,1,1,15
JPARS_005606,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,3,18
JPARS_005607,SE_II,FULLSTACK_ENGINEERING,0,0,10,1,0,11
JPARS_005608,DATA_ENGINEER,DATA_ENGINEERING,1,1,7,1,1,11
JPARS_005609,SECURITY_ENGINEER,SECURITY,0,0,6,3,0,9
JPARS_005610,SE_II,FULLSTACK_ENGINEERING,0,0,9,1,0,10
JPARS_005611,SE_II,FULLSTACK_ENGINEERING,0,0,10,0,0,10
JPARS_005612,SRE,DEVOPS_SRE,0,1,13,3,1,18
JPARS_005613,SRE,DEVOPS_SRE,0,1,13,3,1,18
JPARS_005614,SRE,DEVOPS_SRE,2,1,11,2,1,17
JPARS_005615,SE_II,FULLSTACK_ENGINEERING,0,0,9,0,0,9
JPARS_005616,SRE,DEVOPS_SRE,2,1,11,2,1,17
JPARS_005617,MOBILE_DEV,MOBILE_ENGINEERING,0,0,11,3,0,14
JPARS_005618,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,1,16
JPARS_005619,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,1,16
JPARS_005620,SE_II,FULLSTACK_ENGINEERING,0,0,7,0,0,7
JPARS_005621,SE_II,FULLSTACK_ENGINEERING,0,0,5,0,0,5
JPARS_005622,SE_II,FULLSTACK_ENGINEERING,0,0,11,1,0,12
JPARS_005623,DATA_ENGINEER,DATA_ENGINEERING,0,0,8,4,0,12
JPARS_005624,SE_II,FULLSTACK_ENGINEERING,0,0,7,0,0,7
JPARS_005625,DATA_ENGINEER,DATA_ENGINEERING,0,1,8,3,1,13
JPARS_005626,DATA_ENGINEER,DATA_ENGINEERING,0,0,14,3,3,20
JPARS_005627,SE_II,FULLSTACK_ENGINEERING,0,0,10,3,0,13
JPARS_005628,SRE,DEVOPS_SRE,1,0,29,4,6,40
JPARS_005629,SRE,DEVOPS_SRE,1,0,31,3,1,36
JPARS_005630,SE_II,FULLSTACK_ENGINEERING,1,0,11,2,0,14
JPARS_005631,SRE,DEVOPS_SRE,1,0,29,4,6,40
JPARS_005632,ML_RESEARCH_SCIENTIST,AI_ML,0,0,13,0,0,13
JPARS_005633,SRE,DEVOPS_SRE,0,0,28,5,1,34
JPARS_005634,SRE,DEVOPS_SRE,1,0,30,5,3,39
JPARS_005635,SRE,DEVOPS_SRE,1,0,29,4,3,37
JPARS_005636,SRE,DEVOPS_SRE,2,1,24,1,2,30
JPARS_005637,SRE,DEVOPS_SRE,2,1,24,1,2,30
JPARS_005638,SRE,DEVOPS_SRE,2,1,26,1,2,32
JPARS_005639,SRE,DEVOPS_SRE,2,1,26,1,2,32
JPARS_005640,SRE,DEVOPS_SRE,1,1,27,1,2,32
JPARS_005641,SRE,DEVOPS_SRE,0,0,13,2,3,18
JPARS_005642,ML_RESEARCH_SCIENTIST,AI_ML,0,1,17,2,2,22
JPARS_005643,SRE,DEVOPS_SRE,1,1,24,1,2,29
JPARS_005644,SE_II,FULLSTACK_ENGINEERING,0,0,5,0,0,5
JPARS_005645,SRE,DEVOPS_SRE,0,0,15,3,3,21
JPARS_005646,SRE,DEVOPS_SRE,0,0,15,3,3,21
JPARS_005647,MOBILE_DEV,MOBILE_ENGINEERING,1,0,20,1,3,25
JPARS_005648,MOBILE_DEV,MOBILE_ENGINEERING,1,0,20,1,3,25
JPARS_005649,SE_II,FULLSTACK_ENGINEERING,0,0,10,3,2,15
JPARS_005650,SE_II,FULLSTACK_ENGINEERING,0,0,7,0,0,7
JPARS_005651,SRE,DEVOPS_SRE,0,0,9,2,1,12
JPARS_005652,DATA_ENGINEER,DATA_ENGINEERING,0,0,14,3,3,20
JPARS_005653,ML_RESEARCH_SCIENTIST,AI_ML,0,0,15,2,0,17
JPARS_005654,SE_II,FULLSTACK_ENGINEERING,0,0,11,0,0,11
JPARS_005655,SRE,DEVOPS_SRE,0,0,13,5,1,19
JPARS_005656,SE_II,FULLSTACK_ENGINEERING,0,0,6,1,1,8
JPARS_005657,DATA_ENGINEER,DATA_ENGINEERING,0,0,6,1,0,7
JPARS_005658,SE_II,FULLSTACK_ENGINEERING,0,0,16,2,3,21
JPARS_005659,SE_II,FULLSTACK_ENGINEERING,0,0,8,0,0,8
JPARS_005660,SE_II,FULLSTACK_ENGINEERING,0,0,6,0,0,6
JPARS_005661,SE_II,FULLSTACK_ENGINEERING,0,0,4,1,0,5
JPARS_005662,ML_RESEARCH_SCIENTIST,AI_ML,0,0,11,1,1,13
JPARS_005663,ML_RESEARCH_SCIENTIST,AI_ML,0,0,13,0,0,13
JPARS_005664,SRE,DEVOPS_SRE,1,0,22,1,2,26
JPARS_005665,BE_DEV,FULLSTACK_ENGINEERING,0,0,10,1,3,14
JPARS_005666,ML_RESEARCH_SCIENTIST,AI_ML,0,0,10,1,0,11
JPARS_005667,ML_RESEARCH_SCIENTIST,AI_ML,0,0,10,1,0,11
JPARS_005668,SECURITY_ENGINEER,SECURITY,0,0,6,3,0,9
JPARS_005669,DATA_ENGINEER,DATA_ENGINEERING,0,0,14,3,3,20
JPARS_005670,SECURITY_ENGINEER,SECURITY,2,0,15,1,0,18
JPARS_005671,SECURITY_ENGINEER,SECURITY,2,0,12,3,1,18
JPARS_005672,SRE,DEVOPS_SRE,1,0,17,1,1,20
JPARS_005673,SRE,DEVOPS_SRE,1,0,12,1,1,15
JPARS_005674,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,3,18
JPARS_005675,SECURITY_ENGINEER,SECURITY,2,0,10,2,0,14
JPARS_005676,SE_II,FULLSTACK_ENGINEERING,0,0,10,1,0,11
JPARS_005677,SRE,DEVOPS_SRE,1,0,12,1,1,15
JPARS_005678,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,3,18
JPARS_005679,BE_DEV,FULLSTACK_ENGINEERING,0,0,21,3,2,26
JPARS_005680,DATA_ENGINEER,DATA_ENGINEERING,0,0,21,3,3,27
JPARS_005681,ML_RESEARCH_SCIENTIST,AI_ML,0,0,9,3,0,12
JPARS_005682,SRE,DEVOPS_SRE,0,0,15,0,1,16
JPARS_005683,ML_RESEARCH_SCIENTIST,AI_ML,0,1,4,1,2,8
JPARS_005684,SE_II,FULLSTACK_ENGINEERING,0,1,2,1,2,6
JPARS_005685,ML_RESEARCH_SCIENTIST,AI_ML,0,0,10,1,0,11
JPARS_005686,ML_RESEARCH_SCIENTIST,AI_ML,0,0,13,0,0,13
JPARS_005687,ML_RESEARCH_SCIENTIST,AI_ML,0,0,11,1,1,13
JPARS_005688,ML_RESEARCH_SCIENTIST,AI_ML,0,0,13,0,0,13
JPARS_005689,SRE,DEVOPS_SRE,1,0,22,1,2,26
JPARS_005690,BE_DEV,FULLSTACK_ENGINEERING,0,0,10,1,3,14
JPARS_005691,ML_RESEARCH_SCIENTIST,AI_ML,0,0,10,1,0,11
JPARS_005692,ML_RESEARCH_SCIENTIST,AI_ML,0,0,10,1,0,11
JPARS_005693,SECURITY_ENGINEER,SECURITY,0,0,6,3,0,9
JPARS_005694,DATA_ENGINEER,DATA_ENGINEERING,0,0,14,3,3,20
JPARS_005695,SECURITY_ENGINEER,SECURITY,2,0,15,1,0,18
JPARS_005696,SECURITY_ENGINEER,SECURITY,2,0,12,3,1,18
JPARS_005697,SRE,DEVOPS_SRE,1,0,17,1,1,20
JPARS_005698,SRE,DEVOPS_SRE,1,0,12,1,1,15
JPARS_005699,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,3,18
JPARS_005700,SECURITY_ENGINEER,SECURITY,2,0,10,2,0,14
JPARS_005701,SE_II,FULLSTACK_ENGINEERING,0,0,10,1,0,11
JPARS_005702,SRE,DEVOPS_SRE,1,0,12,1,1,15
JPARS_005703,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,3,18
JPARS_005704,SRE,DEVOPS_SRE,0,0,12,1,0,13
JPARS_005705,SE_II,FULLSTACK_ENGINEERING,0,0,9,1,0,10
JPARS_005706,SE_II,FULLSTACK_ENGINEERING,0,0,9,0,0,9
JPARS_005707,DATA_ENGINEER,DATA_ENGINEERING,0,0,20,5,2,27
JPARS_005708,MOBILE_DEV,MOBILE_ENGINEERING,0,0,11,3,0,14
JPARS_005709,ML_RESEARCH_SCIENTIST,AI_ML,0,0,9,2,0,11
JPARS_005710,SRE,DEVOPS_SRE,2,1,11,2,1,17
JPARS_005711,SE_II,FULLSTACK_ENGINEERING,0,0,9,0,0,9
JPARS_005712,SECURITY_ENGINEER,SECURITY,2,0,15,1,0,18
JPARS_005713,SRE,DEVOPS_SRE,0,1,13,3,1,18
JPARS_005714,SRE,DEVOPS_SRE,0,1,13,3,1,18
JPARS_005715,DATA_ENGINEER,DATA_ENGINEERING,0,0,9,5,1,15
JPARS_005716,SE_II,FULLSTACK_ENGINEERING,0,0,5,0,0,5
JPARS_005717,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,1,16
JPARS_005718,SE_II,FULLSTACK_ENGINEERING,0,0,13,2,1,16
JPARS_005719,SRE,DEVOPS_SRE,1,0,17,1,1,20
JPARS_005720,SE_II,FULLSTACK_ENGINEERING,0,0,11,1,0,12
JPARS_005721,DATA_ENGINEER,DATA_ENGINEERING,0,0,8,4,0,12
JPARS_005722,ML_RESEARCH_SCIENTIST,AI_ML,1,0,6,1,3,11
JPARS_005723,BE_DEV,FULLSTACK_ENGINEERING,1,7,15,5,10,38
JPARS_005724,BE_DEV,FULLSTACK_ENGINEERING,4,3,17,1,4,29
JPARS_005725,BE_DEV,FULLSTACK_ENGINEERING,1,1,3,0,2,7
JPARS_005726,BE_DEV,FULLSTACK_ENGINEERING,3,3,8,5,4,23
JPARS_005727,BE_DEV,FULLSTACK_ENGINEERING,0,2,5,3,5,15
JPARS_005728,BE_DEV,FULLSTACK_ENGINEERING,2,5,17,6,6,36
JPARS_005729,BE_DEV,FULLSTACK_ENGINEERING,1,3,13,7,4,28
JPARS_005730,FE_DEV,FULLSTACK_ENGINEERING,3,4,8,4,4,23
JPARS_005731,FE_DEV,FULLSTACK_ENGINEERING,1,3,16,5,1,26
JPARS_005732,BE_DEV,FULLSTACK_ENGINEERING,0,0,5,1,2,8
JPARS_005733,BE_DEV,FULLSTACK_ENGINEERING,0,0,3,0,3,6
JPARS_005734,BE_DEV,FULLSTACK_ENGINEERING,0,2,1,1,3,7
JPARS_005735,BE_DEV,FULLSTACK_ENGINEERING,0,0,2,1,2,5
JPARS_005736,BE_DEV,FULLSTACK_ENGINEERING,0,1,2,2,2,7
JPARS_005737,BE_DEV,FULLSTACK_ENGINEERING,0,0,5,1,1,7
JPARS_005738,FE_DEV,FULLSTACK_ENGINEERING,3,3,3,0,3,12
JPARS_005739,BE_DEV,FULLSTACK_ENGINEERING,0,0,5,1,1,7
JPARS_005740,BE_DEV,FULLSTACK_ENGINEERING,0,0,2,1,2,5
JPARS_005741,FE_DEV,FULLSTACK_ENGINEERING,2,2,3,0,1,8
JPARS_005742,BE_DEV,FULLSTACK_ENGINEERING,0,0,2,2,2,6
JPARS_005743,BE_DEV,FULLSTACK_ENGINEERING,0,0,3,1,1,5
JPARS_005744,BE_DEV,FULLSTACK_ENGINEERING,0,2,2,1,3,8
JPARS_005745,FE_DEV,FULLSTACK_ENGINEERING,1,0,4,1,2,8
JPARS_005746,FE_DEV,FULLSTACK_ENGINEERING,1,2,1,1,2,7
JPARS_005747,BE_DEV,FULLSTACK_ENGINEERING,1,0,3,1,2,7
JPARS_005748,BE_DEV,FULLSTACK_ENGINEERING,0,2,8,3,1,14
JPARS_005749,FE_DEV,FULLSTACK_ENGINEERING,3,2,2,1,2,10
JPARS_005750,BE_DEV,FULLSTACK_ENGINEERING,0,2,4,0,1,7
JPARS_005751,FE_DEV,FULLSTACK_ENGINEERING,4,3,3,3,3,16
JPARS_005752,BE_DEV,FULLSTACK_ENGINEERING,0,1,7,1,4,13
JPARS_005753,BE_DEV,FULLSTACK_ENGINEERING,0,0,7,2,2,11
JPARS_005754,BE_DEV,FULLSTACK_ENGINEERING,0,1,3,0,2,6
JPARS_005755,BE_DEV,FULLSTACK_ENGINEERING,0,1,1,2,2,6
JPARS_005756,FE_DEV,FULLSTACK_ENGINEERING,3,2,4,0,1,10
JPARS_005757,BE_DEV,FULLSTACK_ENGINEERING,0,0,5,1,2,8
JPARS_005758,FE_DEV,FULLSTACK_ENGINEERING,1,2,2,0,2,7
JPARS_005759,BE_DEV,FULLSTACK_ENGINEERING,0,3,6,3,4,16
JPARS_005760,BE_DEV,FULLSTACK_ENGINEERING,0,1,12,1,7,21
JPARS_005761,BE_DEV,FULLSTACK_ENGINEERING,1,2,8,3,2,16
JPARS_005762,BE_DEV,FULLSTACK_ENGINEERING,1,1,14,3,4,23
JPARS_005763,FE_DEV,FULLSTACK_ENGINEERING,3,3,8,1,3,18
JPARS_005764,BE_DEV,FULLSTACK_ENGINEERING,1,2,10,4,4,21
JPARS_005765,FE_DEV,FULLSTACK_ENGINEERING,4,3,4,2,5,18
JPARS_005766,BE_DEV,FULLSTACK_ENGINEERING,1,3,7,2,5,18
JPARS_005767,FE_DEV,FULLSTACK_ENGINEERING,1,2,10,5,3,21
JPARS_005768,BE_DEV,FULLSTACK_ENGINEERING,1,1,7,3,5,17
JPARS_005769,BE_DEV,FULLSTACK_ENGINEERING,1,2,9,1,4,17
JPARS_005770,FE_DEV,FULLSTACK_ENGINEERING,1,4,10,0,7,22
JPARS_005771,BE_DEV,FULLSTACK_ENGINEERING,1,4,17,5,5,32
JPARS_005772,FE_DEV,FULLSTACK_ENGINEERING,3,4,10,5,4,26
JPARS_005773,FE_DEV,FULLSTACK_ENGINEERING,4,4,4,0,8,20
JPARS_005774,BE_DEV,FULLSTACK_ENGINEERING,1,2,7,1,2,13
JPARS_005775,BE_DEV,FULLSTACK_ENGINEERING,1,2,1,0,5,9
JPARS_005776,BE_DEV,FULLSTACK_ENGINEERING,1,2,3,5,4,15
JPARS_005777,FE_DEV,FULLSTACK_ENGINEERING,1,3,5,3,4,16
JPARS_005778,FE_DEV,FULLSTACK_ENGINEERING,3,3,10,5,5,26
JPARS_005779,FE_DEV,FULLSTACK_ENGINEERING,3,3,6,0,4,16
JPARS_005780,BE_DEV,FULLSTACK_ENGINEERING,1,4,15,6,4,30
JPARS_005781,FE_DEV,FULLSTACK_ENGINEERING,4,4,13,2,5,28
JPARS_005782,BE_DEV,FULLSTACK_ENGINEERING,1,3,8,2,6,20
JPARS_005783,BE_DEV,FULLSTACK_ENGINEERING,1,1,12,3,6,23
JPARS_005784,BE_DEV,FULLSTACK_ENGINEERING,1,3,7,2,5,18
JPARS_005785,BE_DEV,FULLSTACK_ENGINEERING,0,0,3,1,2,6
JPARS_005786,BE_DEV,FULLSTACK_ENGINEERING,1,1,7,3,5,17
JPARS_005787,FE_DEV,FULLSTACK_ENGINEERING,3,4,8,4,4,23
JPARS_005788,BE_DEV,FULLSTACK_ENGINEERING,0,0,7,3,4,14
JPARS_005789,BE_DEV,FULLSTACK_ENGINEERING,0,1,4,0,3,8
JPARS_005790,BE_DEV,FULLSTACK_ENGINEERING,0,1,2,1,3,7
JPARS_005791,BE_DEV,FULLSTACK_ENGINEERING,0,1,2,1,3,7
JPARS_005792,FE_DEV,FULLSTACK_ENGINEERING,1,5,6,1,6,19
JPARS_005793,DATA_ENGINEER,DATA_ENGINEERING,1,3,10,4,10,28
JPARS_005794,FE_DEV,FULLSTACK_ENGINEERING,4,3,12,2,6,27
JPARS_005795,BE_DEV,FULLSTACK_ENGINEERING,0,1,2,1,2,6
JPARS_005796,BE_DEV,FULLSTACK_ENGINEERING,0,1,2,1,2,6
JPARS_005797,FE_DEV,FULLSTACK_ENGINEERING,1,3,17,5,4,30
JPARS_005798,DATA_ENGINEER,DATA_ENGINEERING,1,0,6,5,7,19
JPARS_005799,BE_DEV,FULLSTACK_ENGINEERING,0,2,5,0,1,8
JPARS_005800,BE_DEV,FULLSTACK_ENGINEERING,0,2,5,0,1,8
JPARS_005801,BE_DEV,FULLSTACK_ENGINEERING,1,0,3,1,4,9
JPARS_005802,BE_DEV,FULLSTACK_ENGINEERING,0,2,6,0,1,9
JPARS_005803,BE_DEV,FULLSTACK_ENGINEERING,0,2,5,0,1,8
JPARS_005804,BE_DEV,FULLSTACK_ENGINEERING,0,2,5,0,1,8
JPARS_005805,BE_DEV,FULLSTACK_ENGINEERING,0,2,5,0,1,8
JPARS_005806,BE_DEV,FULLSTACK_ENGINEERING,0,2,5,0,1,8
JPARS_005807,FE_DEV,FULLSTACK_ENGINEERING,3,2,3,2,2,12
JPARS_005808,FE_DEV,FULLSTACK_ENGINEERING,3,3,5,3,2,16
JPARS_005809,FE_DEV,FULLSTACK_ENGINEERING,1,2,8,3,2,16
JPARS_005810,BE_DEV,FULLSTACK_ENGINEERING,0,0,8,5,1,14
JPARS_005811,BE_DEV,FULLSTACK_ENGINEERING,1,0,5,2,2,10
JPARS_005812,BE_DEV,FULLSTACK_ENGINEERING,1,0,4,1,2,8
